Age,Education_Level,Years_Experience,Job_Title,Location,Industry,Workclass,Gender,Hours_per_week,Marital_Status,Salary_USD
29,Master's,5,Data Engineer,Denver,Retail,Government,Female,45,Single,120957
36,Master's,9,HR Manager,San Diego,Consulting,Private,Female,55,Divorced,89335
48,PhD,1,Research Scientist,Seattle,Biotech,Self-employed,Female,39,Married,121883
34,PhD,12,Marketing Manager,Mumbai,Tech,Government,Male,59,Divorced,39502
52,PhD,6,ML Engineer,Chicago,Consulting,Self-employed,Female,57,Married,141664
56,Master's,7,HR Manager,Bangalore,Retail,Government,Female,53,Single,35029
27,PhD,15,Software Engineer,Mumbai,Retail,Government,Male,37,Married,49804
26,High School,10,Business Analyst,Denver,Retail,Government,Male,35,Married,103443
43,Master's,3,Business Analyst,San Francisco,Retail,Private,Male,49,Married,103615
44,High School,16,Marketing Manager,Chennai,Finance,Self-employed,Male,49,Divorced,39275
46,PhD,15,Data Analyst,Denver,Retail,Private,Male,53,Single,91899
55,Bachelor's,18,HR Manager,Kolkata,Retail,Private,Female,56,Single,42628
47,High School,10,Software Engineer,Bangalore,Finance,Self-employed,Female,32,Married,46256
26,Master's,6,Project Manager,Miami,Biotech,Self-employed,Male,53,Single,92523
47,High School,12,Data Engineer,Seattle,Healthcare,Private,Male,49,Married,132419
41,Master's,18,Data Analyst,Chennai,Retail,Private,Male,39,Married,37031
27,PhD,16,Project Manager,Miami,Retail,Private,Male,54,Married,109966
27,High School,12,Data Engineer,Bangalore,Consulting,Self-employed,Male,57,Married,52229
39,Bachelor's,11,Business Analyst,Boston,Tech,Private,Female,47,Divorced,96243
25,High School,6,Project Manager,Atlanta,Consulting,Self-employed,Female,39,Married,87292
38,Bachelor's,0,Data Analyst,Mumbai,Retail,Private,Male,42,Single,24158
35,Master's,0,Data Engineer,Delhi,Biotech,Self-employed,Male,43,Divorced,46883
35,PhD,19,Data Analyst,Mumbai,Consulting,Private,Male,30,Single,37414
34,PhD,13,Data Analyst,Seattle,Biotech,Government,Male,49,Divorced,81255
28,Bachelor's,14,Data Engineer,Mumbai,Biotech,Government,Female,44,Married,57476
36,Master's,10,Software Engineer,Boston,Retail,Self-employed,Male,54,Divorced,120556
40,PhD,8,Business Analyst,Chennai,Biotech,Self-employed,Male,41,Single,37000
56,Master's,16,Marketing Manager,Mumbai,Consulting,Government,Male,45,Divorced,46457
38,Bachelor's,3,Research Scientist,Hyderabad,Finance,Self-employed,Female,36,Divorced,50769
56,Bachelor's,19,Data Scientist,Seattle,Tech,Self-employed,Female,43,Married,147149
40,High School,18,Marketing Manager,Bangalore,Biotech,Government,Male,38,Married,43628
41,PhD,6,Project Manager,Mumbai,Retail,Private,Male,38,Divorced,42818
57,PhD,0,Data Engineer,Atlanta,Healthcare,Self-employed,Female,39,Married,105953
56,High School,8,Software Engineer,San Diego,Biotech,Self-employed,Male,38,Married,107312
53,Bachelor's,12,Software Engineer,Austin,Consulting,Private,Female,54,Divorced,108469
45,Bachelor's,1,Project Manager,Mumbai,Biotech,Private,Male,59,Single,35906
38,Bachelor's,1,HR Manager,Mumbai,Healthcare,Self-employed,Female,45,Married,28776
28,Bachelor's,14,Data Analyst,Bangalore,Finance,Self-employed,Female,52,Divorced,36454
22,Master's,16,Data Scientist,Seattle,Consulting,Private,Male,37,Divorced,136649
56,PhD,12,Project Manager,Atlanta,Consulting,Self-employed,Male,57,Divorced,102243
53,PhD,6,Project Manager,Chennai,Retail,Private,Female,31,Single,44199
57,Bachelor's,8,Research Scientist,San Diego,Consulting,Private,Male,54,Single,136145
34,Bachelor's,11,Marketing Manager,Denver,Healthcare,Self-employed,Male,47,Single,93529
27,Bachelor's,2,Project Manager,Seattle,Consulting,Self-employed,Male,53,Married,87329
35,PhD,14,HR Manager,Delhi,Finance,Private,Male,47,Divorced,38226
58,PhD,6,Project Manager,Bangalore,Tech,Self-employed,Female,56,Divorced,38643
36,Bachelor's,0,Project Manager,Hyderabad,Tech,Private,Female,41,Single,35211
25,Master's,13,Marketing Manager,Mumbai,Biotech,Government,Female,53,Married,41484
37,High School,18,Project Manager,Mumbai,Tech,Government,Male,32,Married,50474
49,High School,15,HR Manager,Austin,Healthcare,Private,Male,31,Divorced,87840
37,High School,9,Marketing Manager,Miami,Tech,Private,Male,35,Single,75642
25,PhD,0,ML Engineer,Hyderabad,Healthcare,Self-employed,Male,35,Divorced,53664
47,PhD,4,Business Analyst,Hyderabad,Healthcare,Private,Female,46,Single,34495
49,High School,2,Business Analyst,Denver,Biotech,Private,Male,45,Single,84540
53,High School,16,Data Analyst,Chennai,Tech,Self-employed,Female,52,Divorced,34977
23,Master's,17,Data Scientist,Chennai,Biotech,Self-employed,Male,57,Single,56782
52,PhD,18,Software Engineer,Denver,Consulting,Government,Female,42,Single,133100
24,PhD,17,Research Scientist,Seattle,Finance,Private,Male,41,Single,147330
29,High School,15,HR Manager,Bangalore,Tech,Private,Female,40,Single,38184
45,Master's,1,Business Analyst,Delhi,Consulting,Government,Male,44,Married,32771
36,Master's,14,ML Engineer,Mumbai,Retail,Private,Female,57,Single,63797
52,High School,12,HR Manager,San Francisco,Consulting,Self-employed,Male,46,Single,108696
30,High School,12,Marketing Manager,Mumbai,Biotech,Private,Male,49,Single,37195
60,PhD,15,ML Engineer,Bangalore,Biotech,Self-employed,Male,58,Divorced,63287
23,High School,7,HR Manager,Hyderabad,Finance,Private,Male,51,Married,35159
29,Bachelor's,10,Business Analyst,San Diego,Finance,Government,Female,53,Single,95304
28,Master's,7,Software Engineer,Hyderabad,Finance,Self-employed,Female,56,Single,45626
60,High School,9,Data Engineer,Hyderabad,Finance,Self-employed,Female,56,Divorced,51879
37,Bachelor's,0,Research Scientist,Hyderabad,Biotech,Government,Male,37,Married,50257
56,Master's,11,Research Scientist,Boston,Healthcare,Self-employed,Male,55,Married,139467
51,Bachelor's,8,HR Manager,Delhi,Biotech,Government,Male,36,Married,35724
31,Bachelor's,4,Business Analyst,Miami,Healthcare,Private,Male,40,Single,83768
59,High School,8,ML Engineer,Chennai,Biotech,Government,Female,50,Married,61483
39,Master's,15,Business Analyst,Chicago,Retail,Private,Female,58,Divorced,103233
26,Bachelor's,17,Business Analyst,Kolkata,Biotech,Self-employed,Female,51,Divorced,42804
50,PhD,7,Project Manager,Seattle,Finance,Self-employed,Female,37,Single,109826
60,Master's,10,Data Engineer,Denver,Healthcare,Government,Female,48,Single,140007
55,PhD,19,Project Manager,Kolkata,Consulting,Private,Male,35,Single,49966
44,High School,18,ML Engineer,Austin,Retail,Government,Female,49,Single,134834
26,PhD,3,Data Engineer,Mumbai,Consulting,Self-employed,Female,58,Divorced,48562
51,Master's,19,Business Analyst,Kolkata,Retail,Self-employed,Female,48,Single,44165
27,Bachelor's,9,Software Engineer,New York,Consulting,Private,Female,48,Single,136634
25,Bachelor's,12,ML Engineer,Austin,Finance,Private,Male,33,Single,139415
50,Master's,19,HR Manager,Bangalore,Consulting,Self-employed,Male,51,Single,43831
44,Bachelor's,13,HR Manager,Bangalore,Biotech,Self-employed,Male,44,Divorced,41563
27,PhD,1,HR Manager,Seattle,Finance,Private,Female,56,Married,70136
53,Bachelor's,3,Data Scientist,New York,Consulting,Government,Female,46,Single,133342
39,Bachelor's,6,Data Engineer,Seattle,Finance,Government,Female,47,Divorced,131586
36,PhD,18,Business Analyst,Austin,Biotech,Private,Male,58,Married,106097
53,PhD,16,Business Analyst,Austin,Finance,Private,Male,49,Divorced,99166
30,PhD,15,Data Engineer,Chennai,Consulting,Private,Male,41,Married,58064
58,High School,12,Project Manager,Denver,Finance,Self-employed,Female,39,Divorced,112110
31,PhD,17,HR Manager,Delhi,Retail,Government,Male,38,Single,42984
41,PhD,11,Project Manager,San Diego,Tech,Private,Male,37,Married,120440
27,High School,0,Project Manager,Mumbai,Consulting,Government,Male,55,Divorced,34549
24,Bachelor's,14,HR Manager,New York,Biotech,Self-employed,Female,37,Single,120125
32,PhD,2,Marketing Manager,Boston,Healthcare,Self-employed,Female,40,Single,71351
38,Master's,5,Business Analyst,Austin,Finance,Private,Male,52,Married,76173
53,PhD,13,Data Scientist,Seattle,Retail,Private,Male,59,Divorced,138813
25,PhD,5,HR Manager,Chicago,Finance,Private,Male,41,Single,79648
25,High School,0,Software Engineer,Seattle,Consulting,Private,Male,51,Divorced,94454
38,Master's,19,HR Manager,Kolkata,Retail,Government,Female,59,Single,43218
40,Bachelor's,5,Research Scientist,San Diego,Consulting,Private,Female,59,Single,134395
26,Bachelor's,7,Research Scientist,Chicago,Tech,Government,Male,52,Single,126765
53,Master's,14,ML Engineer,Seattle,Biotech,Self-employed,Male,35,Married,166733
43,PhD,13,Marketing Manager,San Francisco,Retail,Self-employed,Male,32,Divorced,124638
27,High School,15,HR Manager,Seattle,Retail,Government,Male,44,Married,102965
56,Master's,19,Business Analyst,Boston,Finance,Government,Male,57,Married,117993
43,Master's,15,Marketing Manager,Atlanta,Finance,Private,Female,35,Married,102362
22,Bachelor's,18,Business Analyst,Denver,Healthcare,Private,Female,57,Married,120812
41,High School,0,Data Engineer,Delhi,Retail,Private,Female,36,Married,45265
43,Master's,3,Marketing Manager,Bangalore,Finance,Self-employed,Male,35,Single,33915
32,High School,9,Data Analyst,Austin,Finance,Government,Male,56,Single,66901
34,PhD,19,Data Analyst,San Diego,Tech,Government,Female,31,Single,96599
24,Bachelor's,17,ML Engineer,Mumbai,Healthcare,Government,Male,35,Married,68533
30,PhD,1,Marketing Manager,New York,Finance,Government,Female,58,Single,94726
33,High School,3,Data Analyst,Seattle,Finance,Private,Male,58,Single,69308
44,PhD,14,Data Analyst,San Francisco,Biotech,Private,Female,31,Single,112618
35,Bachelor's,3,Software Engineer,San Francisco,Retail,Government,Female,30,Married,130489
54,High School,15,Research Scientist,Delhi,Finance,Private,Male,44,Divorced,58378
39,Master's,14,Data Scientist,Mumbai,Tech,Self-employed,Male,39,Divorced,58523
30,PhD,17,Project Manager,Delhi,Finance,Private,Male,39,Single,50632
44,Bachelor's,6,HR Manager,New York,Retail,Self-employed,Female,39,Married,101921
31,Master's,14,Data Analyst,Austin,Finance,Self-employed,Female,34,Divorced,79451
40,Bachelor's,10,Project Manager,Austin,Consulting,Government,Male,33,Single,103998
26,High School,18,Project Manager,Seattle,Finance,Government,Female,54,Married,135575
44,High School,7,Marketing Manager,Delhi,Healthcare,Private,Female,44,Divorced,34849
51,PhD,0,Marketing Manager,Delhi,Retail,Government,Female,38,Divorced,32131
46,Bachelor's,2,HR Manager,Miami,Retail,Self-employed,Male,45,Married,66755
49,Bachelor's,4,Research Scientist,Delhi,Consulting,Self-employed,Female,38,Divorced,47204
55,Bachelor's,17,Data Engineer,Atlanta,Healthcare,Private,Male,48,Single,127782
46,High School,11,Project Manager,Hyderabad,Healthcare,Self-employed,Male,43,Single,45649
31,PhD,11,Data Engineer,Denver,Retail,Government,Female,55,Married,142052
35,Bachelor's,18,Research Scientist,Hyderabad,Tech,Private,Female,41,Married,63618
51,Bachelor's,8,ML Engineer,Kolkata,Finance,Private,Male,41,Single,59938
46,Master's,10,Data Scientist,Atlanta,Healthcare,Private,Female,32,Married,128653
35,Bachelor's,16,HR Manager,Denver,Finance,Government,Female,58,Divorced,104642
56,PhD,15,Software Engineer,Atlanta,Finance,Self-employed,Male,48,Divorced,115808
55,Master's,3,Research Scientist,Hyderabad,Tech,Government,Male,40,Divorced,50147
31,Master's,9,Data Analyst,San Francisco,Tech,Private,Female,55,Divorced,103410
56,Master's,14,Data Engineer,Mumbai,Healthcare,Self-employed,Female,34,Married,54662
32,High School,18,ML Engineer,Chennai,Healthcare,Private,Male,35,Divorced,68876
32,Master's,2,Business Analyst,Denver,Retail,Government,Female,35,Married,84081
42,Bachelor's,4,Data Engineer,Denver,Consulting,Private,Male,48,Single,118842
42,High School,10,Project Manager,San Diego,Finance,Government,Male,43,Divorced,102749
43,High School,4,Data Engineer,Atlanta,Retail,Private,Male,45,Married,117363
28,High School,6,Software Engineer,Bangalore,Finance,Private,Male,41,Single,43085
38,High School,5,Research Scientist,Chennai,Tech,Private,Male,47,Divorced,52125
23,High School,12,Data Analyst,Hyderabad,Tech,Government,Female,51,Divorced,31650
33,High School,1,Data Analyst,Seattle,Retail,Government,Female,42,Divorced,71829
39,High School,18,Business Analyst,Denver,Healthcare,Government,Male,49,Married,116491
32,Master's,10,Marketing Manager,Miami,Consulting,Government,Male,38,Married,79441
37,PhD,19,Project Manager,San Francisco,Consulting,Government,Male,47,Single,151027
39,Bachelor's,4,Research Scientist,Boston,Tech,Self-employed,Male,33,Divorced,134966
56,Bachelor's,8,Data Engineer,Seattle,Tech,Private,Male,40,Single,126116
47,Master's,5,Business Analyst,Chennai,Consulting,Government,Male,56,Married,35277
37,Master's,16,Data Scientist,Delhi,Consulting,Self-employed,Female,47,Divorced,59174
27,High School,18,Software Engineer,Chennai,Healthcare,Self-employed,Male,50,Single,55085
33,PhD,7,Marketing Manager,Atlanta,Consulting,Private,Male,32,Divorced,74612
34,High School,6,Marketing Manager,Austin,Finance,Private,Female,33,Married,79305
25,Master's,4,ML Engineer,Bangalore,Consulting,Private,Female,38,Single,54894
60,High School,14,ML Engineer,Atlanta,Biotech,Government,Male,42,Divorced,142436
23,Bachelor's,9,Data Scientist,San Diego,Consulting,Private,Male,44,Divorced,132733
47,Bachelor's,15,Business Analyst,Hyderabad,Tech,Private,Male,39,Divorced,44481
48,High School,8,HR Manager,Seattle,Tech,Private,Male,56,Single,85536
48,PhD,6,Software Engineer,Kolkata,Biotech,Self-employed,Male,50,Married,44516
36,High School,10,Business Analyst,San Francisco,Finance,Government,Male,38,Married,126461
29,High School,8,Project Manager,San Diego,Consulting,Private,Female,45,Single,102398
28,PhD,16,Software Engineer,New York,Consulting,Self-employed,Male,45,Divorced,145393
33,PhD,8,Marketing Manager,San Francisco,Biotech,Government,Male,42,Single,107848
34,PhD,2,Marketing Manager,Denver,Healthcare,Private,Female,34,Single,80891
38,Bachelor's,7,Project Manager,New York,Healthcare,Self-employed,Male,39,Married,122302
38,High School,18,HR Manager,Kolkata,Finance,Government,Female,54,Single,41349
57,Master's,19,Data Scientist,Austin,Consulting,Private,Female,53,Divorced,131561
42,PhD,15,ML Engineer,San Diego,Consulting,Private,Female,30,Married,159877
29,PhD,6,Marketing Manager,San Francisco,Consulting,Self-employed,Male,58,Married,96610
26,High School,6,HR Manager,Chicago,Tech,Private,Female,32,Divorced,85307
47,Master's,19,Research Scientist,Chicago,Retail,Self-employed,Female,50,Single,144688
37,High School,12,Software Engineer,Mumbai,Healthcare,Self-employed,Male,57,Married,50680
57,High School,2,Data Scientist,Mumbai,Retail,Self-employed,Female,32,Single,46227
49,PhD,11,Business Analyst,Boston,Biotech,Government,Female,39,Divorced,104485
50,PhD,7,HR Manager,New York,Retail,Self-employed,Female,46,Married,89229
33,Bachelor's,12,Data Scientist,Miami,Tech,Government,Male,59,Divorced,121918
58,Master's,19,HR Manager,Seattle,Tech,Private,Female,56,Married,105287
51,Master's,15,Research Scientist,Atlanta,Healthcare,Government,Female,47,Divorced,142210
44,PhD,6,Data Analyst,Denver,Consulting,Self-employed,Male,42,Single,73809
37,PhD,3,Project Manager,Hyderabad,Finance,Private,Female,31,Divorced,36047
35,PhD,11,Data Analyst,Austin,Retail,Self-employed,Male,45,Divorced,66193
31,Master's,16,Data Scientist,Chicago,Biotech,Self-employed,Female,33,Divorced,138926
28,Bachelor's,0,Data Analyst,Miami,Healthcare,Private,Male,51,Divorced,57652
58,Master's,16,HR Manager,Mumbai,Finance,Self-employed,Male,47,Divorced,43105
50,PhD,1,HR Manager,Delhi,Healthcare,Government,Female,43,Single,29163
24,PhD,5,Data Analyst,Hyderabad,Healthcare,Private,Female,35,Single,28160
36,Bachelor's,11,Project Manager,Miami,Healthcare,Private,Male,40,Married,99306
57,High School,10,Project Manager,New York,Healthcare,Private,Female,46,Divorced,131872
40,High School,10,Research Scientist,Boston,Consulting,Self-employed,Male,37,Single,146079
34,Master's,17,HR Manager,Denver,Tech,Self-employed,Female,32,Divorced,102267
42,High School,7,Data Scientist,Miami,Retail,Private,Female,53,Divorced,114565
58,High School,6,Software Engineer,Austin,Healthcare,Government,Male,32,Married,98422
48,Master's,13,Project Manager,Kolkata,Finance,Self-employed,Female,46,Divorced,48427
50,PhD,15,Data Engineer,New York,Retail,Self-employed,Female,33,Single,177472
41,High School,11,Project Manager,San Diego,Finance,Self-employed,Female,48,Married,116861
46,PhD,8,Research Scientist,Austin,Finance,Government,Female,37,Married,130870
27,Master's,19,Software Engineer,Atlanta,Tech,Self-employed,Male,46,Married,112581
57,PhD,15,ML Engineer,Boston,Tech,Self-employed,Male,54,Divorced,163769
23,PhD,18,Data Engineer,Denver,Finance,Government,Male,56,Married,153346
43,Master's,15,Project Manager,Boston,Consulting,Government,Male,59,Single,122237
53,PhD,8,Data Analyst,Bangalore,Tech,Self-employed,Female,54,Single,30881
37,High School,12,HR Manager,Hyderabad,Tech,Private,Male,51,Married,38080
39,High School,4,Data Engineer,Delhi,Consulting,Private,Male,34,Married,49873
26,High School,18,Project Manager,Boston,Healthcare,Government,Male,40,Married,130530
57,High School,9,HR Manager,Chennai,Tech,Self-employed,Female,59,Divorced,36853
51,PhD,6,Data Scientist,New York,Retail,Government,Female,41,Married,146250
40,High School,8,Software Engineer,Boston,Finance,Government,Male,50,Married,115063
44,PhD,13,Marketing Manager,Mumbai,Finance,Private,Female,44,Divorced,40440
55,Bachelor's,14,Research Scientist,Seattle,Consulting,Government,Female,41,Married,145936
34,PhD,12,ML Engineer,Austin,Finance,Government,Male,51,Married,146611
50,High School,9,Data Analyst,Denver,Biotech,Self-employed,Male,36,Single,71646
